,Name,Title,Pay,Exercised,Year Born,Company Name,Yahoo Finance Code,Sector(s),Industry,Full Time Exployees,Company Address,Company Country,Company Phone,Company Website
2774,Ms. Ann K. Vinci,Chief Information Officer,N/A,N/A,N/A,Crane Co.,CR,Industrials,Specialty Industrial Machinery,"11,000","100 First Stamford Place Stamford, CT 06902",United States,203 363 7300,http://www.craneco.com
2775,Mr. Jason D. Feldman,VP of Investor Relations,N/A,N/A,N/A,Crane Co.,CR,Industrials,Specialty Industrial Machinery,"11,000","100 First Stamford Place Stamford, CT 06902",United States,203 363 7300,http://www.craneco.com
2776,Mr. James A. Lavish,VP of People & Performance,N/A,N/A,1968,Crane Co.,CR,Industrials,Specialty Industrial Machinery,"11,000","100 First Stamford Place Stamford, CT 06902",United States,203 363 7300,http://www.craneco.com
2777,Ms. Tamara S. Polmanteer,Sr. VP & Chief HR Officer,N/A,N/A,1966,Crane Co.,CR,Industrials,Specialty Industrial Machinery,"11,000","100 First Stamford Place Stamford, CT 06902",United States,203 363 7300,http://www.craneco.com
2778,Mr. Tal  Hayek,"Co-Founder, CEO & Director",180k,N/A,1972,AcuityAds Holdings Inc.,AT.TO,Communication Services,Internet Content & Information,173,"70 University Avenue Suite 1200 Toronto, ON M5J 2M4",Canada,416 218 9888,http://www.acuityads.com
2779,Dr. Nathan  Mekuz,Co-Founder & VP of Artificial Intelligence,180k,N/A,1972,AcuityAds Holdings Inc.,AT.TO,Communication Services,Internet Content & Information,173,"70 University Avenue Suite 1200 Toronto, ON M5J 2M4",Canada,416 218 9888,http://www.acuityads.com
2780,Ms. Rachel  Kapcan,Co-Founder & VP of Client Operations,180k,N/A,1965,AcuityAds Holdings Inc.,AT.TO,Communication Services,Internet Content & Information,173,"70 University Avenue Suite 1200 Toronto, ON M5J 2M4",Canada,416 218 9888,http://www.acuityads.com
2781,Mr. Joe  Ontman,Co-Founder & Chief Bus. Devel. Officer,180k,N/A,1973,AcuityAds Holdings Inc.,AT.TO,Communication Services,Internet Content & Information,173,"70 University Avenue Suite 1200 Toronto, ON M5J 2M4",Canada,416 218 9888,http://www.acuityads.com
2782,Mr. Jonathan  Pollack,Chief Financial Officer,180k,N/A,1971,AcuityAds Holdings Inc.,AT.TO,Communication Services,Internet Content & Information,173,"70 University Avenue Suite 1200 Toronto, ON M5J 2M4",Canada,416 218 9888,http://www.acuityads.com
2783,Mr. Oren  Hisherik,Chief Information & Technology Officer,N/A,N/A,N/A,AcuityAds Holdings Inc.,AT.TO,Communication Services,Internet Content & Information,173,"70 University Avenue Suite 1200 Toronto, ON M5J 2M4",Canada,416 218 9888,http://www.acuityads.com
2784,Ms. Joanna  Taccone,Director of Marketing,N/A,N/A,N/A,AcuityAds Holdings Inc.,AT.TO,Communication Services,Internet Content & Information,173,"70 University Avenue Suite 1200 Toronto, ON M5J 2M4",Canada,416 218 9888,http://www.acuityads.com
2785,Mr. Seraj  Bharwani,Chief Strategy Officer,N/A,N/A,N/A,AcuityAds Holdings Inc.,AT.TO,Communication Services,Internet Content & Information,173,"70 University Avenue Suite 1200 Toronto, ON M5J 2M4",Canada,416 218 9888,http://www.acuityads.com
2786,Ms. Sophie  Denault,Head of Sales for Eastern Canada,N/A,N/A,N/A,AcuityAds Holdings Inc.,AT.TO,Communication Services,Internet Content & Information,173,"70 University Avenue Suite 1200 Toronto, ON M5J 2M4",Canada,416 218 9888,http://www.acuityads.com
2787,Mr. Nick  Greto,Chief Revenue Officer & GM of US,N/A,N/A,N/A,AcuityAds Holdings Inc.,AT.TO,Communication Services,Internet Content & Information,173,"70 University Avenue Suite 1200 Toronto, ON M5J 2M4",Canada,416 218 9888,http://www.acuityads.com
2788,Mr. Mitchell P. Rales,Co-Founder & Chairman,1,N/A,1957,Colfax Corporation,CFX,Industrials,Specialty Industrial Machinery,"15,400","420 National Business Parkway 5th Floor Annapolis Junction, MD 20701",United States,301 323 9000,http://www.colfaxcorp.com
2789,Mr. Matthew L. Trerotola,"Pres, CEO & Director",2.41M,N/A,1967,Colfax Corporation,CFX,Industrials,Specialty Industrial Machinery,"15,400","420 National Business Parkway 5th Floor Annapolis Junction, MD 20701",United States,301 323 9000,http://www.colfaxcorp.com
2790,Mr. Christopher M. Hix,Exec. VP of Fin. & CFO,1.09M,N/A,1962,Colfax Corporation,CFX,Industrials,Specialty Industrial Machinery,"15,400","420 National Business Parkway 5th Floor Annapolis Junction, MD 20701",United States,301 323 9000,http://www.colfaxcorp.com
2791,Mr. Daniel A. Pryor,Exec. VP of Strategy & Bus. Devel.,959k,N/A,1968,Colfax Corporation,CFX,Industrials,Specialty Industrial Machinery,"15,400","420 National Business Parkway 5th Floor Annapolis Junction, MD 20701",United States,301 323 9000,http://www.colfaxcorp.com
2792,Mr. Shyam  Kambeyanda,Exec. VP and CEO & Pres of ESAB,1.11M,N/A,1971,Colfax Corporation,CFX,Industrials,Specialty Industrial Machinery,"15,400","420 National Business Parkway 5th Floor Annapolis Junction, MD 20701",United States,301 323 9000,http://www.colfaxcorp.com
2793,Mr. Brady R. Shirley,CEO of DJO & Exec. VP,1.44M,N/A,1966,Colfax Corporation,CFX,Industrials,Specialty Industrial Machinery,"15,400","420 National Business Parkway 5th Floor Annapolis Junction, MD 20701",United States,301 323 9000,http://www.colfaxcorp.com
2794,Mr. Steven L. Breitzka,Interim Sr. VP of Global Operations & Americas,N/A,N/A,1958,Colfax Corporation,CFX,Industrials,Specialty Industrial Machinery,"15,400","420 National Business Parkway 5th Floor Annapolis Junction, MD 20701",United States,301 323 9000,http://www.colfaxcorp.com
2795,Mr. Douglas J. Pitts,"VP, Controller & Chief Accounting Officer",N/A,N/A,1959,Colfax Corporation,CFX,Industrials,Specialty Industrial Machinery,"15,400","420 National Business Parkway 5th Floor Annapolis Junction, MD 20701",United States,301 323 9000,http://www.colfaxcorp.com
2796,Mr. Terry  Ross,"VP of Investor Relations, Strategy & Bus. Devel.",N/A,N/A,N/A,Colfax Corporation,CFX,Industrials,Specialty Industrial Machinery,"15,400","420 National Business Parkway 5th Floor Annapolis Junction, MD 20701",United States,301 323 9000,http://www.colfaxcorp.com
2797,Mr. Bradley J. Tandy,"Sr. VP, Gen. Counsel & Sec.",N/A,N/A,1959,Colfax Corporation,CFX,Industrials,Specialty Industrial Machinery,"15,400","420 National Business Parkway 5th Floor Annapolis Junction, MD 20701",United States,301 323 9000,http://www.colfaxcorp.com
2798,Mr. James C. Fish Jr.,"Pres, CEO & Director",2.66M,3.85M,1962,"Waste Management, Inc.",WM,Industrials,Waste Management,"48,250","800 Capitol Street Suite 3000 Houston, TX 77002",United States,713-512-6200,http://www.wm.com
2799,Ms. Devina A. Rankin,"Sr. VP of Field Operations, Exec. VP & CFO",1.19M,1.61M,1976,"Waste Management, Inc.",WM,Industrials,Waste Management,"48,250","800 Capitol Street Suite 3000 Houston, TX 77002",United States,713-512-6200,http://www.wm.com
2800,Mr. John J. Morris Jr.,Exec. VP & COO,1.29M,1.38M,1970,"Waste Management, Inc.",WM,Industrials,Waste Management,"48,250","800 Capitol Street Suite 3000 Houston, TX 77002",United States,713-512-6200,http://www.wm.com
2801,Ms. Tara J. Hemmer,Sr. VP & Chief Sustainability Officer,971.96k,741.46k,1973,"Waste Management, Inc.",WM,Industrials,Waste Management,"48,250","800 Capitol Street Suite 3000 Houston, TX 77002",United States,713-512-6200,http://www.wm.com
2802,Mr. Steven R. Batchelor,Sr. VP of Operations,928.68k,3.32M,1958,"Waste Management, Inc.",WM,Industrials,Waste Management,"48,250","800 Capitol Street Suite 3000 Houston, TX 77002",United States,713-512-6200,http://www.wm.com
2803,Ms. Leslie K. Nagy,VP & Chief Accounting Officer,N/A,N/A,1974,"Waste Management, Inc.",WM,Industrials,Waste Management,"48,250","800 Capitol Street Suite 3000 Houston, TX 77002",United States,713-512-6200,http://www.wm.com
2804,Mr. Edward A. Egl,Director of Investor Relations,N/A,N/A,N/A,"Waste Management, Inc.",WM,Industrials,Waste Management,"48,250","800 Capitol Street Suite 3000 Houston, TX 77002",United States,713-512-6200,http://www.wm.com
2805,Mr. Charles C. Boettcher,Exec. VP of Corp. Devel. & Chief Legal Officer,N/A,N/A,1974,"Waste Management, Inc.",WM,Industrials,Waste Management,"48,250","800 Capitol Street Suite 3000 Houston, TX 77002",United States,713-512-6200,http://www.wm.com
2806,Charles S. Schwager,"VP, Chief Compliance & Ethics Officer",N/A,N/A,N/A,"Waste Management, Inc.",WM,Industrials,Waste Management,"48,250","800 Capitol Street Suite 3000 Houston, TX 77002",United States,713-512-6200,http://www.wm.com
2807,Ms. Tamla D. Oates-Forney,Sr. VP & Chief People Officer,N/A,N/A,1972,"Waste Management, Inc.",WM,Industrials,Waste Management,"48,250","800 Capitol Street Suite 3000 Houston, TX 77002",United States,713-512-6200,http://www.wm.com
2808,Mr. Darin Anthony Rayburn,CEO & Pres,864.66k,N/A,N/A,Melcor Developments Ltd.,MRD.TO,Real Estate,Real Estate—Development,126,"10310 Jasper Avenue NW Suite 900 Edmonton, AB T5J 1Y8",Canada,780-423-6931,http://www.melcor.ca
2809,"Ms. Naomi Marie Stefura C.A., CA",CFO & Corp. Sec.,473.04k,N/A,N/A,Melcor Developments Ltd.,MRD.TO,Real Estate,Real Estate—Development,126,"10310 Jasper Avenue NW Suite 900 Edmonton, AB T5J 1Y8",Canada,780-423-6931,http://www.melcor.ca
2810,Mr. Guy  Pelletier,Vice-Pres of Red Deer Region,268k,N/A,N/A,Melcor Developments Ltd.,MRD.TO,Real Estate,Real Estate—Development,126,"10310 Jasper Avenue NW Suite 900 Edmonton, AB T5J 1Y8",Canada,780-423-6931,http://www.melcor.ca
2811,Ms. Nicole  Forsythe,Director of Corp. Communication,N/A,N/A,N/A,Melcor Developments Ltd.,MRD.TO,Real Estate,Real Estate—Development,126,"10310 Jasper Avenue NW Suite 900 Edmonton, AB T5J 1Y8",Canada,780-423-6931,http://www.melcor.ca
2812,Mr. Jarett  Thompson,Vice-Pres of New Leasing & Sales,N/A,N/A,N/A,Melcor Developments Ltd.,MRD.TO,Real Estate,Real Estate—Development,126,"10310 Jasper Avenue NW Suite 900 Edmonton, AB T5J 1Y8",Canada,780-423-6931,http://www.melcor.ca
2813,Mr. Brett A. Halford,Vice-Pres of Recreational Properties,N/A,N/A,N/A,Melcor Developments Ltd.,MRD.TO,Real Estate,Real Estate—Development,126,"10310 Jasper Avenue NW Suite 900 Edmonton, AB T5J 1Y8",Canada,780-423-6931,http://www.melcor.ca
2814,Mr. Ryan  Mott,Regional Mang. of USA,N/A,N/A,N/A,Melcor Developments Ltd.,MRD.TO,Real Estate,Real Estate—Development,126,"10310 Jasper Avenue NW Suite 900 Edmonton, AB T5J 1Y8",Canada,780-423-6931,http://www.melcor.ca
2815,Mr. Luis Carlos Marchese Montenegro,"Pres, CEO & Director",627.63k,N/A,1967,Sierra Metals Inc.,SMT.TO,Basic Materials,Other Industrial Metals & Mining,"1,317","161 Bay Street Suite 4260 PO Box 200 Toronto, ON M5J 2S1",Canada,866 493 9646,http://www.sierrametals.com
2816,"Mr. Edmundo Gontardo Guimaraes C.A., CPA, CPA, CA","CFO, Interim Corp. Sec. & Chief Compliance Officer",633.82k,N/A,N/A,Sierra Metals Inc.,SMT.TO,Basic Materials,Other Industrial Metals & Mining,"1,317","161 Bay Street Suite 4260 PO Box 200 Toronto, ON M5J 2S1",Canada,866 493 9646,http://www.sierrametals.com
2817,Mr. Alonso  Lujan,VP of Exploration & Country Mang. of Mexico,431.94k,N/A,N/A,Sierra Metals Inc.,SMT.TO,Basic Materials,Other Industrial Metals & Mining,"1,317","161 Bay Street Suite 4260 PO Box 200 Toronto, ON M5J 2S1",Canada,866 493 9646,http://www.sierrametals.com
2818,Mr. James  LeÃ³n,GM of Yauricocha & Country Mang. of Peru,299.03k,N/A,N/A,Sierra Metals Inc.,SMT.TO,Basic Materials,Other Industrial Metals & Mining,"1,317","161 Bay Street Suite 4260 PO Box 200 Toronto, ON M5J 2S1",Canada,866 493 9646,http://www.sierrametals.com
2819,Mr. Michael  McAllister,VP of Investor Relations,N/A,N/A,1970,Sierra Metals Inc.,SMT.TO,Basic Materials,Other Industrial Metals & Mining,"1,317","161 Bay Street Suite 4260 PO Box 200 Toronto, ON M5J 2S1",Canada,866 493 9646,http://www.sierrametals.com
2820,"Mr. Rajesh  Vyas CPA, CPA",Corp. Controller,N/A,N/A,N/A,Sierra Metals Inc.,SMT.TO,Basic Materials,Other Industrial Metals & Mining,"1,317","161 Bay Street Suite 4260 PO Box 200 Toronto, ON M5J 2S1",Canada,866 493 9646,http://www.sierrametals.com
2821,Mr. Robert A. Whitman,Chairman & CEO,1.13M,N/A,1954,Franklin Covey Co.,FC,Industrials,Consulting Services,940,"2200 West Parkway Boulevard Salt Lake City, UT 84119-2331",United States,801 817 1776,http://www.franklincovey.com
2822,Mr. Paul S. Walker,Pres & COO,671.88k,N/A,1975,Franklin Covey Co.,FC,Industrials,Consulting Services,940,"2200 West Parkway Boulevard Salt Lake City, UT 84119-2331",United States,801 817 1776,http://www.franklincovey.com
2823,Mr. Stephen D. Young,CFO & Corp. Sec.,565.77k,N/A,1953,Franklin Covey Co.,FC,Industrials,Consulting Services,940,"2200 West Parkway Boulevard Salt Lake City, UT 84119-2331",United States,801 817 1776,http://www.franklincovey.com
2824,Mr. Michael Sean Merrill Covey,Pres of Franklin Covey Education,581.91k,N/A,1964,Franklin Covey Co.,FC,Industrials,Consulting Services,940,"2200 West Parkway Boulevard Salt Lake City, UT 84119-2331",United States,801 817 1776,http://www.franklincovey.com
2825,Ms. Carol  Fineagan,Chief Information Officer,N/A,N/A,1960,Franklin Covey Co.,FC,Industrials,Consulting Services,940,"2200 West Parkway Boulevard Salt Lake City, UT 84119-2331",United States,801 817 1776,http://www.franklincovey.com
2826,Ms. Debra S. Lund,Global Director of Corp. PR,N/A,N/A,N/A,Franklin Covey Co.,FC,Industrials,Consulting Services,940,"2200 West Parkway Boulevard Salt Lake City, UT 84119-2331",United States,801 817 1776,http://www.franklincovey.com
2827,Mr. Clifton Todd Davis,Exec. VP & Chief People Officer,N/A,N/A,1957,Franklin Covey Co.,FC,Industrials,Consulting Services,940,"2200 West Parkway Boulevard Salt Lake City, UT 84119-2331",United States,801 817 1776,http://www.franklincovey.com
2828,Ms. Jennifer C. Colosimo,Pres of Enterprise Division,N/A,N/A,1969,Franklin Covey Co.,FC,Industrials,Consulting Services,940,"2200 West Parkway Boulevard Salt Lake City, UT 84119-2331",United States,801 817 1776,http://www.franklincovey.com
2829,Ms. Colleen  Dom,Exec. Vice-Pres of Operations,N/A,N/A,1962,Franklin Covey Co.,FC,Industrials,Consulting Services,940,"2200 West Parkway Boulevard Salt Lake City, UT 84119-2331",United States,801 817 1776,http://www.franklincovey.com
2830,Mr. Josh  Farrell,Managing Director of Australia & New Zealand,N/A,N/A,N/A,Franklin Covey Co.,FC,Industrials,Consulting Services,940,"2200 West Parkway Boulevard Salt Lake City, UT 84119-2331",United States,801 817 1776,http://www.franklincovey.com
2831,"Mr. Thomas K. Equels Esq., J.D., M.S.","Exec. Vice Chairman, CEO & Pres",1.52M,N/A,1953,AIM ImmunoTech Inc.,AIM,Healthcare,Biotechnology,21,"2117 SW Highway 484 Ocala, FL 34473",United States,352 448 7797,http://www.aimimmuno.com
2832,Ms. Ellen M. Lintal,CFO & Chief Accounting Officer,441.99k,N/A,1959,AIM ImmunoTech Inc.,AIM,Healthcare,Biotechnology,21,"2117 SW Highway 484 Ocala, FL 34473",United States,352 448 7797,http://www.aimimmuno.com
2833,"Mr. Peter W. Rodino III, Esq., J.D.","COO, Exec. Director of Gov.al Relations, Gen. Counsel & Sec.",681.86k,N/A,1951,AIM ImmunoTech Inc.,AIM,Healthcare,Biotechnology,21,"2117 SW Highway 484 Ocala, FL 34473",United States,352 448 7797,http://www.aimimmuno.com
2834,Dr. David R. Strayer,Chief Scientific Officer & Medical Director,N/A,N/A,1946,AIM ImmunoTech Inc.,AIM,Healthcare,Biotechnology,21,"2117 SW Highway 484 Ocala, FL 34473",United States,352 448 7797,http://www.aimimmuno.com
2835,Ann Marie E. Coverly,Director of Admin. & HR and Deputy Investor Relations Coordinator,N/A,N/A,N/A,AIM ImmunoTech Inc.,AIM,Healthcare,Biotechnology,21,"2117 SW Highway 484 Ocala, FL 34473",United States,352 448 7797,http://www.aimimmuno.com
2836,Dr. Carol A. Smith,Chief Manufacturing Officer & Deputy Chief Scientific Officer,N/A,N/A,1951,AIM ImmunoTech Inc.,AIM,Healthcare,Biotechnology,21,"2117 SW Highway 484 Ocala, FL 34473",United States,352 448 7797,http://www.aimimmuno.com
2837,Julie  Mierau,Controller,N/A,N/A,N/A,AIM ImmunoTech Inc.,AIM,Healthcare,Biotechnology,21,"2117 SW Highway 484 Ocala, FL 34473",United States,352 448 7797,http://www.aimimmuno.com
2838,Dr. Ralph Christopher Cavalli,VP of QC & Manufacturing,N/A,N/A,1958,AIM ImmunoTech Inc.,AIM,Healthcare,Biotechnology,21,"2117 SW Highway 484 Ocala, FL 34473",United States,352 448 7797,http://www.aimimmuno.com
2839,Mr. Michael Aaron Zakuta,"Pres, CEO & Trustee",400k,N/A,1960,Plaza Retail REIT,PLZ-UN.TO,Real Estate,REIT—Retail,,"98 Main Street Fredericton, NB E3A 9N6",Canada,506-451-1826,http://www.plaza.ca
2840,"Mr. Jim  Drake CPA, CGA",Chief Financial Officer,286k,N/A,N/A,Plaza Retail REIT,PLZ-UN.TO,Real Estate,REIT—Retail,,"98 Main Street Fredericton, NB E3A 9N6",Canada,506-451-1826,http://www.plaza.ca
2841,Mr. Peter  Mackenzie,Exec. VP & Chief Investment Officer,323.38k,N/A,N/A,Plaza Retail REIT,PLZ-UN.TO,Real Estate,REIT—Retail,,"98 Main Street Fredericton, NB E3A 9N6",Canada,506-451-1826,http://www.plaza.ca
2842,Mr. Stephen  Penney,Exec. VP,286k,N/A,N/A,Plaza Retail REIT,PLZ-UN.TO,Real Estate,REIT—Retail,,"98 Main Street Fredericton, NB E3A 9N6",Canada,506-451-1826,http://www.plaza.ca
2843,"Ms. Kimberly A. Strange B.A., LL.B.",VP of Legal & Sec.,N/A,N/A,N/A,Plaza Retail REIT,PLZ-UN.TO,Real Estate,REIT—Retail,,"98 Main Street Fredericton, NB E3A 9N6",Canada,506-451-1826,http://www.plaza.ca
2844,Mr. Myles  Martin,Sr. VP,N/A,N/A,N/A,Plaza Retail REIT,PLZ-UN.TO,Real Estate,REIT—Retail,,"98 Main Street Fredericton, NB E3A 9N6",Canada,506-451-1826,http://www.plaza.ca
2845,Kim  Sharpe,Director of Bus. Devel.,N/A,N/A,N/A,Plaza Retail REIT,PLZ-UN.TO,Real Estate,REIT—Retail,,"98 Main Street Fredericton, NB E3A 9N6",Canada,506-451-1826,http://www.plaza.ca
2846,"Mr. Derek C. White B.A.Sc., C.A.",Pres & CEO,449.74k,N/A,1963,Ascot Resources Ltd.,AOT.TO,Basic Materials,Other Industrial Metals & Mining,16,"1095 West Pender Street Suite 1050 Vancouver, BC V6E 2M6",Canada,778 725 1060,http://www.ascotgold.com
2847,Ms. Hong  Li CPA,Chief Financial Officer,308.74k,N/A,N/A,Ascot Resources Ltd.,AOT.TO,Basic Materials,Other Industrial Metals & Mining,16,"1095 West Pender Street Suite 1050 Vancouver, BC V6E 2M6",Canada,778 725 1060,http://www.ascotgold.com
2848,"Mr. John Gerard Kiernan B.Sc., P.Eng., MBA",Chief Operating Officer,231.1k,N/A,1960,Ascot Resources Ltd.,AOT.TO,Basic Materials,Other Industrial Metals & Mining,16,"1095 West Pender Street Suite 1050 Vancouver, BC V6E 2M6",Canada,778 725 1060,http://www.ascotgold.com
2849,Mr. Lars  Beggerow,VP of Geoscience & Exploration,196.95k,N/A,N/A,Ascot Resources Ltd.,AOT.TO,Basic Materials,Other Industrial Metals & Mining,16,"1095 West Pender Street Suite 1050 Vancouver, BC V6E 2M6",Canada,778 725 1060,http://www.ascotgold.com
2850,Mr. Matt  Kebe,VP of Project Devel.,259.26k,N/A,N/A,Ascot Resources Ltd.,AOT.TO,Basic Materials,Other Industrial Metals & Mining,16,"1095 West Pender Street Suite 1050 Vancouver, BC V6E 2M6",Canada,778 725 1060,http://www.ascotgold.com
2851,Ms. Kristina  Howe,VP of Investor Relations,N/A,N/A,N/A,Ascot Resources Ltd.,AOT.TO,Basic Materials,Other Industrial Metals & Mining,16,"1095 West Pender Street Suite 1050 Vancouver, BC V6E 2M6",Canada,778 725 1060,http://www.ascotgold.com
2852,Mr. David Rodger Stewart P.Eng.,VP of Corp. Devel. & Shareholder Communications,N/A,N/A,N/A,Ascot Resources Ltd.,AOT.TO,Basic Materials,Other Industrial Metals & Mining,16,"1095 West Pender Street Suite 1050 Vancouver, BC V6E 2M6",Canada,778 725 1060,http://www.ascotgold.com
2853,Lawrence  Tsang,Sr. Geologist,N/A,N/A,N/A,Ascot Resources Ltd.,AOT.TO,Basic Materials,Other Industrial Metals & Mining,16,"1095 West Pender Street Suite 1050 Vancouver, BC V6E 2M6",Canada,778 725 1060,http://www.ascotgold.com
2854,Ms. Jody  Harris,Corp. Sec.,N/A,N/A,N/A,Ascot Resources Ltd.,AOT.TO,Basic Materials,Other Industrial Metals & Mining,16,"1095 West Pender Street Suite 1050 Vancouver, BC V6E 2M6",Canada,778 725 1060,http://www.ascotgold.com
2855,"Mr. Robert John McLeod P.Geo., M.Sc., B.Sc., P.Geo",Consultant,N/A,N/A,1971,Ascot Resources Ltd.,AOT.TO,Basic Materials,Other Industrial Metals & Mining,16,"1095 West Pender Street Suite 1050 Vancouver, BC V6E 2M6",Canada,778 725 1060,http://www.ascotgold.com
2856,Mr. Germain  Lamonde,Founder & Exec. Chairman,397.49k,N/A,N/A,EXFO Inc.,EXF.TO,Technology,Communication Equipment,"1,814","400 Godin Avenue Quebec City, QC G1M 2K2",Canada,418 683 0211,http://www.exfo.com
2857,Mr. Philippe  Morin,CEO & Director,439.19k,N/A,1966,EXFO Inc.,EXF.TO,Technology,Communication Equipment,"1,814","400 Godin Avenue Quebec City, QC G1M 2K2",Canada,418 683 0211,http://www.exfo.com
2858,"Mr. Pierre  Plamondon C.A., CPA, CPA, CA",CFO & VP of Fin.,257.62k,N/A,1958,EXFO Inc.,EXF.TO,Technology,Communication Equipment,"1,814","400 Godin Avenue Quebec City, QC G1M 2K2",Canada,418 683 0211,http://www.exfo.com
2859,Mr. Gabriel  Duford,Chief Technology Officer,N/A,N/A,N/A,EXFO Inc.,EXF.TO,Technology,Communication Equipment,"1,814","400 Godin Avenue Quebec City, QC G1M 2K2",Canada,418 683 0211,http://www.exfo.com
2860,Mr. Jean-Luc  Labarre,Chief Information Officer,N/A,N/A,N/A,EXFO Inc.,EXF.TO,Technology,Communication Equipment,"1,814","400 Godin Avenue Quebec City, QC G1M 2K2",Canada,418 683 0211,http://www.exfo.com
2861,Mr. Vance  Oliver,Director of Investor Relations,N/A,N/A,N/A,EXFO Inc.,EXF.TO,Technology,Communication Equipment,"1,814","400 Godin Avenue Quebec City, QC G1M 2K2",Canada,418 683 0211,http://www.exfo.com
2862,Mr. Benoit  Ringuette,Gen. Counsel & Corp. Sec.,N/A,N/A,N/A,EXFO Inc.,EXF.TO,Technology,Communication Equipment,"1,814","400 Godin Avenue Quebec City, QC G1M 2K2",Canada,418 683 0211,http://www.exfo.com
2863,Michelle  O'Brodovich,Corp. Communications Mang.,N/A,N/A,N/A,EXFO Inc.,EXF.TO,Technology,Communication Equipment,"1,814","400 Godin Avenue Quebec City, QC G1M 2K2",Canada,418 683 0211,http://www.exfo.com
2864,Mr. Louis  Adam,Chief Marketing Officer,N/A,N/A,N/A,EXFO Inc.,EXF.TO,Technology,Communication Equipment,"1,814","400 Godin Avenue Quebec City, QC G1M 2K2",Canada,418 683 0211,http://www.exfo.com
2865,Ms. Suzanne  Daneau,VP of HR,N/A,N/A,N/A,EXFO Inc.,EXF.TO,Technology,Communication Equipment,"1,814","400 Godin Avenue Quebec City, QC G1M 2K2",Canada,418 683 0211,http://www.exfo.com
2866,Dr. John O. Agwunobi,Chairman & CEO,2.65M,N/A,1965,Herbalife Nutrition Ltd.,HLF,Consumer Defensive,Packaged Foods,"9,900","PO Box 80210 Los Angeles, CA 90080-0210",United States,N/A,http://www.herbalife.com
2867,Mr. John G. DeSimone,Pres,1.77M,N/A,1967,Herbalife Nutrition Ltd.,HLF,Consumer Defensive,Packaged Foods,"9,900","PO Box 80210 Los Angeles, CA 90080-0210",United States,N/A,http://www.herbalife.com
2868,Mr. Alexander R. Amezquita,Chief Financial Officer,716.99k,N/A,1974,Herbalife Nutrition Ltd.,HLF,Consumer Defensive,Packaged Foods,"9,900","PO Box 80210 Los Angeles, CA 90080-0210",United States,N/A,http://www.herbalife.com
2869,Mr. David  Pezzullo,COO & Chief of Staff,1.43M,N/A,1966,Herbalife Nutrition Ltd.,HLF,Consumer Defensive,Packaged Foods,"9,900","PO Box 80210 Los Angeles, CA 90080-0210",United States,N/A,http://www.herbalife.com
2870,Mr. Shin Shing Chiu,Chief Risk Officer,1.01M,N/A,1967,Herbalife Nutrition Ltd.,HLF,Consumer Defensive,Packaged Foods,"9,900","PO Box 80210 Los Angeles, CA 90080-0210",United States,N/A,http://www.herbalife.com
2871,Mr. Alan L. Hoffman,Exec. VP of Global Corp. Affairs,1.42M,N/A,1969,Herbalife Nutrition Ltd.,HLF,Consumer Defensive,Packaged Foods,"9,900","PO Box 80210 Los Angeles, CA 90080-0210",United States,N/A,http://www.herbalife.com
2872,Ms. Susan B. Peterson,Founder,N/A,N/A,N/A,Herbalife Nutrition Ltd.,HLF,Consumer Defensive,Packaged Foods,"9,900","PO Box 80210 Los Angeles, CA 90080-0210",United States,N/A,http://www.herbalife.com
2873,Mr. Bobby J. Irani,Sr. VP & Principal Accounting Officer,N/A,N/A,N/A,Herbalife Nutrition Ltd.,HLF,Consumer Defensive,Packaged Foods,"9,900","PO Box 80210 Los Angeles, CA 90080-0210",United States,N/A,http://www.herbalife.com
2874,Ms. Rhonda M. Vetere,Exec. VP & Chief Information Officer,N/A,N/A,N/A,Herbalife Nutrition Ltd.,HLF,Consumer Defensive,Packaged Foods,"9,900","PO Box 80210 Los Angeles, CA 90080-0210",United States,N/A,http://www.herbalife.com
2875,Bill  Ferrante,"Sr. VP of Fin., Strategy & Investor Relations",N/A,N/A,N/A,Herbalife Nutrition Ltd.,HLF,Consumer Defensive,Packaged Foods,"9,900","PO Box 80210 Los Angeles, CA 90080-0210",United States,N/A,http://www.herbalife.com
2876,Mr. David Marshall Feller,"Founder, CEO & Chairman",288.11k,N/A,1968,Mogo Inc.,MOGO,Technology,Software—Application,,"2100-401 West Georgia Street Vancouver, BC V6B 5A1",Canada,N/A,http://www.mogo.ca
2877,Mr. Gregory Dean Feller,"Pres, CFO & Director",372.35k,N/A,1968,Mogo Inc.,MOGO,Technology,Software—Application,,"2100-401 West Georgia Street Vancouver, BC V6B 5A1",Canada,N/A,http://www.mogo.ca
2878,Ms. Alice  Davidson,VP & Gen. Counsel,154.03k,N/A,N/A,Mogo Inc.,MOGO,Technology,Software—Application,,"2100-401 West Georgia Street Vancouver, BC V6B 5A1",Canada,N/A,http://www.mogo.ca
2879,Mr. Macully  Clayton,VP of Product,153.19k,N/A,N/A,Mogo Inc.,MOGO,Technology,Software—Application,,"2100-401 West Georgia Street Vancouver, BC V6B 5A1",Canada,N/A,http://www.mogo.ca
2880,Mr. Justin  Carter,VP of Growth,152.7k,N/A,N/A,Mogo Inc.,MOGO,Technology,Software—Application,,"2100-401 West Georgia Street Vancouver, BC V6B 5A1",Canada,N/A,http://www.mogo.ca
